domain,pc1,afm,afm_bias,afm_min,afm_rely,fc,mbfc,mbfc_bias,mbfc_fact,mbfc_min,lewandowsky_acc,lewandowsky_trans,lewandowsky_rely,lewandowsky_mean,lewandowsky_min,misinfome_bin
lawandcrime.com,0.773374564060556,0.737780332565308,0.710225701332092,0.697722673416138,0.781174957752228,0.698365569114685,0.746285438537598,0.819568336009979,0.679252445697784,0.681408524513245,0.75,1,1,0.875,0.75,1
sacramento.cbslocal.com,0.773193223111285,0.738480806350708,0.705538332462311,0.697722673416138,0.782596468925476,0.698365569114685,0.746285438537598,0.819568336009979,0.679252445697784,0.681408524513245,0.75,1,1,0.875,0.75,1
sojo.net,0.772928670864846,0.6792,0.605,0.605,0.7534,0.526523768901825,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
algemeiner.com,0.772922744600069,0.681473433971405,0.642554759979248,0.625319182872772,0.737579524517059,0.474057942628861,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
ecuavisa.com,0.772593220193992,0.858842492103577,0.871621668338776,0.825892865657806,0.862799406051636,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
foxreno.com,0.772308678115968,0.860001742839813,0.87169623374939,0.830612301826477,0.869344174861908,0.577450633049011,0.8333,0.8333,0.8333,0.8333,0.508354187011719,0.499544501304626,0.997084975242615,0.50203663110733,0.498933702707291,1
denver.cbslocal.com,0.772307857449908,0.73473459482193,0.700287580490112,0.693269193172455,0.786010563373566,0.698365569114685,0.746285438537598,0.819568336009979,0.679252445697784,0.681408524513245,0.75,1,1,0.875,0.75,1
thespec.com,0.772250393805855,0.735693037509918,0.708750665187836,0.697722673416138,0.789851903915405,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.693230211734772,0.74699342250824,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
kvue.com,0.772250393805855,0.735693037509918,0.708750665187836,0.697722673416138,0.789851903915405,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.693230211734772,0.74699342250824,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
fox16.com,0.772117986293428,0.846813857555389,0.848353266716003,0.802893459796906,0.837518095970154,0.459553986787796,0.902345776557922,0.940817952156067,0.834846258163452,0.81526255607605,0.506567418575287,0.499544501304626,0.997120499610901,0.501924216747284,0.498877495527267,1
azdailysun.com,0.77208389345326,0.681473433971405,0.642554759979248,0.625319182872772,0.737579524517059,0.46222984790802,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
baritoday.it,0.772080913528222,0.823389708995819,0.829599857330322,0.802042305469513,0.836457073688507,0.459553986787796,0.900581657886505,0.969460785388946,0.834406852722168,0.823456585407257,0.508749186992645,0.499544501304626,0.997045695781708,0.501963198184967,0.498933702707291,1
metro.us,0.771994282455979,0.681473433971405,0.638329684734345,0.618941068649292,0.738006412982941,0.474057942628861,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
publicopiniononline.com,0.771817170955313,0.734934508800507,0.709272146224976,0.697722673416138,0.782965898513794,0.698365569114685,0.747368216514587,0.802252531051636,0.679272413253784,0.695013999938965,0.747699022293091,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
burnslakelakesdistrictnews.com,0.771817170955313,0.734934508800507,0.709272146224976,0.697722673416138,0.782965898513794,0.698365569114685,0.747368216514587,0.802252531051636,0.679272413253784,0.695013999938965,0.747699022293091,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
waterloochronicle.ca,0.771674447075068,0.738729476928711,0.704216539859772,0.697722673416138,0.782965898513794,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.695583343505859,0.747198700904846,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
quotidianodipuglia.it,0.77167282113985,0.738729476928711,0.704216539859772,0.697722673416138,0.782965898513794,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.695583343505859,0.747153222560883,0.99634200334549,0.997087359428406,0.871912479400635,0.747557997703552,1
bendbulletin.com,0.771616499107151,0.735342979431152,0.709248423576355,0.697722673416138,0.781544387340546,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.695583343505859,0.747129023075104,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
postregister.com,0.771616499107151,0.735342979431152,0.709248423576355,0.697722673416138,0.781544387340546,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.695583343505859,0.747129023075104,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
xtramagazine.com,0.771518937432617,0.738733649253845,0.704192817211151,0.697722673416138,0.781544387340546,0.698365569114685,0.747368216514587,0.801315605640411,0.679272413253784,0.695583343505859,0.747129023075104,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
rocketnews.com,0.771518438443953,0.862017810344696,0.895159602165222,0.829554975032806,0.839305996894836,0.569064974784851,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
11alive.com,0.771488593151581,0.951431512832642,0.96963369846344,0.917300164699554,0.923436462879181,0.614651203155518,0.832680284976959,0.854446232318878,0.830740988254547,0.807437896728516,0.26796942949295,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
iefimerida.gr,0.771218258728216,0.854021847248077,0.862423121929169,0.826426565647125,0.861220836639404,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
koreatimes.co.kr,0.771218258728216,0.854021847248077,0.862423121929169,0.826426565647125,0.861220836639404,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
kurdistan24.net,0.771218258728216,0.854021847248077,0.862423121929169,0.826426565647125,0.861220836639404,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
washingtoninstitute.org,0.771218258728216,0.854021847248077,0.862423121929169,0.826426565647125,0.861220836639404,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
theodysseyonline.com,0.771218258728216,0.854021847248077,0.862423121929169,0.826426565647125,0.861220836639404,0.587020814418793,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
svz.de,0.770820901712417,0.899950921535492,0.911027312278748,0.875826954841614,0.890768647193909,0.602640628814697,0.900108397006989,0.950780093669891,0.832501292228699,0.805304229259491,0.268188804388046,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
alamogordonews.com,0.770820901712417,0.899950921535492,0.911027312278748,0.875826954841614,0.890768647193909,0.602640628814697,0.900108397006989,0.950780093669891,0.832501292228699,0.805304229259491,0.268188804388046,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
terracestandard.com,0.770770961382905,0.895692825317383,0.914071440696716,0.871841073036194,0.878789722919464,0.632086336612701,0.900108397006989,0.950780093669891,0.832501292228699,0.801852107048035,0.268133014440537,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
steubencourier.com,0.770770961382905,0.895692825317383,0.914071440696716,0.871841073036194,0.878789722919464,0.632086336612701,0.900108397006989,0.950780093669891,0.832501292228699,0.801852107048035,0.268133014440537,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
timesnews.net,0.770751500941812,0.734578907489777,0.704021453857422,0.693269193172455,0.781542122364044,0.698365569114685,0.747368216514587,0.802252531051636,0.679272413253784,0.695013999938965,0.747621715068817,0.99634200334549,0.997087359428406,0.871894598007202,0.747557997703552,1
tomdispatch.com,0.770737574187342,0.853179037570953,0.813145935535431,0.819907248020172,0.872347295284271,0.651389837265015,0.8333,0.8333,0.8333,0.8333,0.5,0.5,1,0.5,0.5,1
kyma.com,0.770353130726741,0.879612743854523,0.875367343425751,0.84474790096283,0.883098781108856,0.578401267528534,0.9167,1,0.8333,0.8333,0.26806452870369,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
sanantonioreport.org,0.770146310034444,0.892098665237427,0.907100677490234,0.870381474494934,0.879477381706238,0.619202792644501,0.900108397006989,0.950780093669891,0.832501292228699,0.815549731254578,0.268044590950012,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
myrtlebeachonline.com,0.770146310034444,0.892098665237427,0.907100677490234,0.870381474494934,0.879477381706238,0.619202792644501,0.900108397006989,0.950780093669891,0.832501292228699,0.815549731254578,0.268044590950012,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
earth.columbia.edu,0.770053107219615,0.739764928817749,0.710650622844696,0.698843002319336,0.786847949028015,0.640762686729431,0.746285438537598,0.819568336009979,0.679089069366455,0.679752051830292,0.75,1,1,0.875,0.75,1
goshennews.com,0.769936078455424,0.898059725761414,0.914690613746643,0.878839433193207,0.881556689739227,0.659213900566101,0.793734908103943,0.851923763751984,0.694778859615326,0.755639910697937,0.508313059806824,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
mtpr.org,0.769936078455424,0.898059725761414,0.914690613746643,0.878839433193207,0.881556689739227,0.659213900566101,0.793734908103943,0.851923763751984,0.694778859615326,0.755639910697937,0.508313059806824,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
good4utah.com,0.769936078455424,0.898059725761414,0.914690613746643,0.878839433193207,0.881556689739227,0.659213900566101,0.793734908103943,0.851923763751984,0.694778859615326,0.755639910697937,0.508313059806824,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
nextquotidiano.it,0.769904442548961,0.713994324207306,0.729225218296051,0.688321530818939,0.71682608127594,0.504567265510559,0.823673844337463,0.79018360376358,0.788974702358246,0.73915958404541,0.748867869377136,0.99634200334549,0.997027516365051,0.872222661972046,0.747557997703552,1
sasktoday.ca,0.76982181552036,0.740546584129334,0.719598412513733,0.706264138221741,0.778529405593872,0.640762686729431,0.747368216514587,0.801315605640411,0.679272413253784,0.699764311313629,0.746963620185852,0.99634200334549,0.997087359428406,0.871914505958557,0.747557997703552,1
sentinel-echo.com,0.76982181552036,0.740546584129334,0.719598412513733,0.706264138221741,0.778529405593872,0.640762686729431,0.747368216514587,0.801315605640411,0.679272413253784,0.699764311313629,0.746963620185852,0.99634200334549,0.997087359428406,0.871914505958557,0.747557997703552,1
ladysmithchronicle.com,0.769647628828547,0.891389429569244,0.913862705230713,0.871003746986389,0.880874752998352,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.754027545452118,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
whale.to,0.769444545345116,0.871131598949432,0.919212996959686,0.835325121879578,0.81928288936615,0.559346437454224,0.741983652114868,0.802054703235626,0.64873617887497,0.599920570850372,0.705371975898743,0.99634200334549,0.998039662837982,0.873531937599182,0.747557997703552,0
wr.de,0.76935703472163,0.891389429569244,0.913862705230713,0.871003746986389,0.879583358764648,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.752412915229797,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
lfpress.com,0.768915252127627,0.741523087024689,0.706982791423798,0.697722673416138,0.782644033432007,0.640133738517761,0.75,0.8333,0.6667,0.6667,0.75,1,1,0.875,0.75,1
6abc.com,0.768853057630876,0.890541017055512,0.913862705230713,0.871003746986389,0.875597536563873,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.752412915229797,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
theadvertiser.com,0.768853057630876,0.890541017055512,0.913862705230713,0.871003746986389,0.875597536563873,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.752412915229797,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
kxxv.com,0.768853057630876,0.890541017055512,0.913862705230713,0.871003746986389,0.875597536563873,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.752412915229797,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
msnewsnow.com,0.768853057630876,0.890541017055512,0.913862705230713,0.871003746986389,0.875597536563873,0.679653465747833,0.793734908103943,0.851923763751984,0.694422900676727,0.752412915229797,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
thelist.com,0.768390875827424,0.750864923000336,0.718062996864319,0.708266854286194,0.792196214199066,0.739402234554291,0.75,1,0.5,0.5,0.75,1,1,0.875,0.75,1
rheinische-anzeigenblaetter.de,0.768355398705918,0.89557671546936,0.925824344158173,0.871657907962799,0.880002796649933,0.643352508544922,0.792952597141266,0.851839005947113,0.694402694702148,0.753579616546631,0.508412539958954,0.499544501304626,0.997084975242615,0.502067029476166,0.498933702707291,1
13wham.com,0.768250992439629,0.737177431583405,0.711824417114258,0.697363376617432,0.784675240516663,0.640762686729431,0.747368216514587,0.801315605640411,0.679272413253784,0.69579941034317,0.747164011001587,0.99634200334549,0.997087359428406,0.871912479400635,0.747557997703552,1
12newsnow.com,0.768121544032843,0.865559995174408,0.863401472568512,0.833144187927246,0.877188086509705,0.605352938175201,0.9167,1,0.8333,0.8333,0.26806452870369,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
scmp.com,0.76798721913536,0.8578,0.8901,0.8256,0.8256,0.556938350200653,0.6667,0.8333,0.5,0.5,0.75,1,1,0.875,0.75,1
spin.com,0.767659877195084,0.668495535850525,0.615656137466431,0.605819880962372,0.736488997936249,0.478283137083054,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
voiceofsandiego.org,0.767659877195084,0.668495535850525,0.615656137466431,0.605819880962372,0.736488997936249,0.478283137083054,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
winchesterstar.com,0.767659877195084,0.668495535850525,0.615656137466431,0.605819880962372,0.736488997936249,0.478283137083054,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
tarbell.org,0.767659877195084,0.668495535850525,0.615656137466431,0.605819880962372,0.736488997936249,0.478283137083054,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
wkrn.com,0.767484212606095,0.863605856895447,0.877461194992065,0.830048561096191,0.846862256526947,0.526879549026489,0.833861172199249,0.855517446994782,0.831904530525208,0.810314476490021,0.508576452732086,0.499544501304626,0.997045695781708,0.501962900161743,0.498933702707291,1
columbia.edu,0.767375313989176,0.889790832996368,0.927029490470886,0.854600191116333,0.846416532993317,0.504591822624207,0.9167,1,0.8333,0.8333,0.263933748006821,0.499544501304626,0.98424619436264,0.409065067768097,0.253021597862244,1
ground.news,0.7671438009675,0.858313918113709,0.857379078865051,0.833766460418701,0.887701153755188,0.653804361820221,0.8333,1,0.6667,0.6667,0.50855153799057,0.499544501304626,0.997084975242615,0.501885175704956,0.498933702707291,1
science-a2z.com,0.766760723300931,0.923150300979614,0.967292964458466,0.894743382930756,0.899456322193146,0.605411648750305,0.797159671783447,0.803302109241486,0.690802335739136,0.713648557662964,0.508534550666809,0.499544501304626,0.997079610824585,0.502015709877014,0.498933702707291,1
motorcitybengals.com,0.766706883299503,0.66939389705658,0.615014016628265,0.606177508831024,0.735918045043945,0.475752383470535,0.832654237747192,0.8417649269104,0.831681907176971,0.823394298553467,0.749727249145508,0.99634200334549,0.996901333332062,0.872422635555267,0.747557997703552,1
smh.com.au,0.766195271452241,0.666448414325714,0.603643476963043,0.605819880962372,0.737077593803406,0.474057942628861,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
jewishjournal.com,0.766195271452241,0.666448414325714,0.603643476963043,0.605819880962372,0.737077593803406,0.474057942628861,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
cheddar.com,0.766195271452241,0.666448414325714,0.603643476963043,0.605819880962372,0.737077593803406,0.474057942628861,0.8333,0.8333,0.8333,0.8333,0.75,1,1,0.875,0.75,1
maxisciences.com,0.765931834570194,0.6656294465065,0.608559250831604,0.606177508831024,0.737750351428986,0.475752383470535,0.832422375679016,0.839952826499939,0.831825792789459,0.82505214214325,0.749966204166412,0.99634200334549,0.996909379959106,0.872454106807709,0.747557997703552,1
southdsmnews.com,0.764731650155551,0.858972728252411,0.910096049308777,0.821446537971497,0.814530432224274,0.552459478378296,0.741983652114868,0.802054703235626,0.64873617887497,0.595548987388611,0.705432176589966,0.99634200334549,0.998046576976776,0.873531937599182,0.747557997703552,0
tashnews.com,0.764312252948893,0.856558918952942,0.907573640346527,0.821446537971497,0.813632428646088,0.552459478378296,0.741983652114868,0.802054703235626,0.64873617887497,0.596809267997742,0.705564379692078,0.99634200334549,0.998039662837982,0.873531937599182,0.747557997703552,0
modenatoday.it,0.76430935712445,0.73771733045578,0.706312477588654,0.697012066841126,0.772356390953064,0.605611801147461,0.747085988521576,0.801082372665405,0.678896188735962,0.700158774852753,0.746643841266632,0.99634200334549,0.997087359428406,0.871943891048431,0.747557997703552,1
foxsports.com,0.764216740611223,0.744928896427155,0.730604350566864,0.712516367435455,0.744764983654022,0.603494584560394,0.745840132236481,0.80121636390686,0.678657710552216,0.686922013759613,0.747954428195953,0.99634200334549,0.997083485126495,0.872023284435272,0.747557997703552,1
krone.at,0.764089865988881,0.738437235355377,0.716607213020325,0.697012066841126,0.764643549919128,0.600704193115234,0.747368216514587,0.801315605640411,0.679272413253784,0.699218451976776,0.746561825275421,0.99634200334549,0.997087359428406,0.871914505958557,0.747557997703552,1
lest-eclair.fr,0.763687784761046,0.889041721820831,0.891317665576935,0.855512797832489,0.884152829647064,0.578401267528534,0.900108397006989,0.950780093669891,0.832501292228699,0.805215179920197,0.268188804388046,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
paris-normandie.fr,0.763524628121908,0.741416215896606,0.723460912704468,0.712366461753845,0.757639825344086,0.565553367137909,0.747085988521576,0.801082372665405,0.678896188735962,0.702994763851166,0.747178554534912,0.99634200334549,0.99708765745163,0.871945917606354,0.747557997703552,1
pei.de,0.763524628121908,0.741416215896606,0.723460912704468,0.712366461753845,0.757639825344086,0.565553367137909,0.747085988521576,0.801082372665405,0.678896188735962,0.702994763851166,0.747178554534912,0.99634200334549,0.99708765745163,0.871945917606354,0.747557997703552,1
aikenstandard.com,0.763496529491881,0.879909098148346,0.889751076698303,0.849905371665955,0.878464996814728,0.668881952762604,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
shawmediaillinois.com,0.763496529491881,0.879909098148346,0.889751076698303,0.849905371665955,0.878464996814728,0.668881952762604,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
wrde.com,0.763455212553626,0.741870045661926,0.727612435817719,0.712366461753845,0.754713237285614,0.565179944038391,0.746118009090424,0.801663935184479,0.678896188735962,0.701608002185822,0.747570216655731,0.99634200334549,0.99708765745163,0.871945917606354,0.747557997703552,1
buffalowdown.com,0.763206953612454,0.741245210170746,0.72466367483139,0.712366461753845,0.753155291080475,0.565553367137909,0.747368216514587,0.802252531051636,0.679272413253784,0.701503694057465,0.747442305088043,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
plattenews.com,0.763073951732598,0.668249249458313,0.699868023395538,0.618328928947449,0.693202495574951,0.54808497428894,0.749935746192932,0.828366756439209,0.649506211280823,0.624850630760193,0.924310028553009,0.99634200334549,0.998045921325684,0.997422158718109,0.995956718921661,1
knewz.com,0.76305860011207,0.741956472396851,0.72923082113266,0.713208913803101,0.755092024803162,0.550122380256653,0.75,0.8333,0.6667,0.6667,0.75,1,1,0.875,0.75,1
13abc.com,0.762869649829406,0.745094180107117,0.728838801383972,0.712636768817902,0.7813600897789,0.678873956203461,0.9167,1,0.8333,0.8333,0.508324325084686,0.499544501304626,0.997084975242615,0.502091765403748,0.498933702707291,1
wvlt.tv,0.762869649829406,0.745094180107117,0.728838801383972,0.712636768817902,0.7813600897789,0.678873956203461,0.9167,1,0.8333,0.8333,0.508324325084686,0.499544501304626,0.997084975242615,0.502091765403748,0.498933702707291,1
parade.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
fox59.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
latribune.ca,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
verywellhealth.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
lasentinel.net,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
rumbunter.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
kingsofkauffman.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
ivg.it,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
newcastletoons.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
mydaytondailynews.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
news-sentinel.com,0.762765344566223,0.741047620773315,0.722905695438385,0.710615396499634,0.751896917819977,0.565553367137909,0.747368216514587,0.801315605640411,0.679370284080505,0.70314085483551,0.746986925601959,0.99634200334549,0.99708765745163,0.871914505958557,0.747557997703552,1
counton2.com,0.762385764943275,0.942684888839722,0.988965451717377,0.909727394580841,0.892830431461334,0.527026116847992,0.832680284976959,0.856053948402405,0.830740988254547,0.808422207832336,0.2679523229599,0.499544501304626,0.98424619436264,0.408822268247604,0.253021597862244,1
gonepuckwild.com,0.762385764943275,0.942684888839722,0.988965451717377,0.909727394580841,0.892830431461334,0.527026116847992,0.832680284976959,0.856053948402405,0.830740988254547,0.808422207832336,0.2679523229599,0.499544501304626,0.98424619436264,0.408822268247604,0.253021597862244,1
nbcsports.com,0.762377581102117,0.878281593322754,0.874727845191956,0.848698377609253,0.891885221004486,0.655138254165649,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
kob.com,0.762377581102117,0.878281593322754,0.874727845191956,0.848698377609253,0.891885221004486,0.655138254165649,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
knoe.com,0.762377581102117,0.878281593322754,0.874727845191956,0.848698377609253,0.891885221004486,0.655138254165649,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
dailycomet.com,0.762377581102117,0.878281593322754,0.874727845191956,0.848698377609253,0.891885221004486,0.655138254165649,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
veronasera.it,0.762313576568341,0.738837957382202,0.718031942844391,0.703924775123596,0.759853303432465,0.565553367137909,0.747085988521576,0.801082372665405,0.678994119167328,0.703873634338379,0.747030675411224,0.99634200334549,0.99708765745163,0.871945917606354,0.747557997703552,1
thescarboroughnews.co.uk,0.762202281344524,0.739218890666962,0.722183465957642,0.703924775123596,0.756623983383179,0.565179944038391,0.746118009090424,0.801663935184479,0.678994119167328,0.70248681306839,0.747375190258026,0.99634200334549,0.99708765745163,0.871945917606354,0.747557997703552,1
berliner-kurier.de,0.76202441052563,0.880297660827637,0.889751076698303,0.849905371665955,0.882719099521637,0.641258418560028,0.793734908103943,0.851923763751984,0.694778859615326,0.754560470581055,0.508324980735779,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
dayton247now.com,0.76201592181484,0.877105057239533,0.899651408195496,0.848565340042114,0.877566277980804,0.644865870475769,0.793734908103943,0.851923763751984,0.694778859615326,0.753318786621094,0.508249700069428,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
columbusmonthly.com,0.761921122706912,0.876593351364136,0.879126965999603,0.846737086772919,0.884219884872437,0.578401267528534,0.900078773498535,0.950780093669891,0.832501292228699,0.819295346736908,0.268040239810944,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
the-dispatch.com,0.761921122706912,0.876593351364136,0.879126965999603,0.846737086772919,0.884219884872437,0.578401267528534,0.900078773498535,0.950780093669891,0.832501292228699,0.819295346736908,0.268040239810944,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
deseret.com,0.761915453768765,0.9237,0.9752,0.8723,0.8723,0.644373774528503,0.8333,0.8333,0.8333,0.8333,0.267933577299118,0.499544501304626,0.984285473823547,0.408909916877747,0.253021597862244,1
howlinhockey.com,0.761806470864961,0.737037718296051,0.715200185775757,0.697012066841126,0.767871856689453,0.565553367137909,0.747368216514587,0.801315605640411,0.679272413253784,0.700422465801239,0.746767580509186,0.99634200334549,0.997087359428406,0.871912479400635,0.747557997703552,1
fayettetribune.com,0.761656594651033,0.87894082069397,0.894063353538513,0.849037408828735,0.877608478069305,0.644865870475769,0.793734908103943,0.850229263305664,0.696177482604981,0.752904236316681,0.50823575258255,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
orlandomagicdaily.com,0.761567977751666,0.899208784103394,0.923155307769775,0.875212073326111,0.879573941230774,0.633600413799286,0.793734908103943,0.798443973064423,0.696177482604981,0.748491585254669,0.50819206237793,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
corrieredisiena.corr.it,0.761344731870667,0.738020777702332,0.737301349639893,0.712065935134888,0.741696655750275,0.565179944038391,0.745840132236481,0.80121636390686,0.680545270442963,0.688324987888336,0.748179316520691,0.99634200334549,0.997083187103272,0.872070789337158,0.747557997703552,1
belfastlive.co.uk,0.76097088062728,0.877893030643463,0.875219941139221,0.848698377609253,0.887872576713562,0.641258418560028,0.793705224990845,0.851923763751984,0.694778859615326,0.754560470581055,0.508316397666931,0.499544501304626,0.997084975242615,0.502035617828369,0.498933702707291,1
